movie_title,director_popularity,main_actor,secondary_actor,third_actor,duration,gen_Drama,gen_Comedy,gen_Thriller,gen_Action,gen_Romance,gen_Adventure,gen_Crime,gen_Fantasy,gen_Sci-Fi,gen_Horror,gen_Family,gen_Mystery,gen_Animation,gen_Biography,gen_Music,gen_Sport,gen_War,gen_Musical,gen_History,gen_Documentary,gen_Western,gen_Film-Noir,gen_Short,gen_News,gen_Reality-TV,gen_Game-Show,num_voted_users,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,crat_R,crat_PG-13,crat_PG,crat_,crat_G,crat_Not Rated,crat_Approved,crat_Unrated,crat_TV-14,crat_TV-PG,crat_X,crat_TV-MA,crat_Passed,crat_TV-G,crat_NC-17,crat_GP,crat_M,crat_TV-Y7,profit_ratio,imdb_score
Soul Plane ,1,8,7,7,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18271,2,5,3,41,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8701381875,LET_57
House of Sand and Fog ,2,7,4,2,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56665,1,3,19,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8670323333,GET_72
Baby's Day Out ,2,9,3,2,99,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33186,27,1,15,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3334301,GET_58_AND_LET_64
Oculus ,2,1,3,1,104,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85688,1,6,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5378948,GET_65_AND_LET_71
Charlie St. Cloud ,4,2,2,1,99,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47364,9,1,28,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7076579545,GET_65_AND_LET_71
Trust the Man ,2,7,2,5,103,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7833,10,2,10,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1700594444,LET_57
Spaced Invaders ,2,4,3,1,100,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580,72,16,1,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.123191,LET_57
Love Ranch ,6,4,6,1,117,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2395,1,2,17,6,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00539616,LET_57
The Master of Disguise ,1,4,4,4,80,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18254,7,8,1,16,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.522720625,LET_57
Zookeeper ,8,17,9,4,102,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44662,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.004510825,LET_57
Out of Sight ,15,11,8,1,123,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71708,22,15,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7779067708,GET_65_AND_LET_71
I Got the Hook Up ,1,1,1,1,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721,126,1,6,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.944438286,LET_57
Cats & Dogs ,2,1,6,3,87,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46031,14,19,45,36,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.556252517,LET_57
Seventh Son ,1,21,13,4,102,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54501,4,17,12,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1808094737,LET_57
Knight and Day ,8,26,7,5,117,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148280,12,65,2,29,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6531508889,GET_58_AND_LET_64
Enemy at the Gates ,2,6,1,1,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,188887,30,6,13,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7558350147,GET_72
22 Jump Street ,3,20,2,2,112,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258186,40,48,5,3,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83232476,GET_65_AND_LET_71
Eastern Promises ,3,14,16,1,96,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189249,6,16,13,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68459528,GET_72
Killers ,5,3,5,13,100,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72867,1,46,25,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6266731333,LET_57
Hurricane Streets ,2,4,4,5,86,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,17,6,47,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668082,GET_65_AND_LET_71
The Killer Inside Me ,2,6,6,2,109,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28483,11,125,49,33,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01653584615,GET_58_AND_LET_64
Glory ,7,30,39,15,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,101888,22,2,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.490555556,GET_72
The Book of Mormon Movie; Volume 1: The Journey ,1,1,4,1,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,4,8,1,14,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549112,LET_57
Green Lantern ,5,13,3,1,123,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223393,1,1,23,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582965955,LET_57
The Haunting of Molly Hartley ,1,2,4,5,82,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7904,1,23,1,3,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6700354,LET_57
Chasing Mavericks ,5,19,4,3,116,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24997,40,13,5,16,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3001378,GET_72
Pulp Fiction ,8,36,7,2,178,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324680,11,5,15,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.49125,GET_72
The Texas Chain Saw Massacre ,6,3,2,2,88,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96411,3,4,4,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.4272854,GET_72
Straight Out of Brooklyn ,2,1,1,1,91,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,6,3,83,5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.027317778,GET_58_AND_LET_64
The Man in the Iron Mask ,4,18,1,1,132,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125219,10,1,1,14,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625039,GET_58_AND_LET_64
Species ,4,6,2,1,108,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61018,72,1,36,4,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7158414,GET_58_AND_LET_64
How to Train Your Dragon ,3,19,7,2,98,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,485430,12,42,15,3,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.317503012,GET_72
Get on Up ,2,3,2,4,139,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15843,16,23,28,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.017131333,GET_65_AND_LET_71
The Dark Knight Rises ,8,6,20,19,164,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144337,4,1,1,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.792522568,GET_72
X-Men: Days of Future Past ,7,14,13,19,149,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514125,7,4,12,2,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16957493,GET_72
Birth ,1,5,8,5,100,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29649,23,53,1,96,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25029415,GET_58_AND_LET_64
The Singles Ward ,2,4,1,1,102,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,18,142,46,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.501596,GET_58_AND_LET_64
The Cat in the Hat ,1,6,11,3,82,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36033,2,19,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9215311468,LET_57
The Simpsons Movie ,1,8,2,1,87,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,259083,11,1,11,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.441764933,GET_72
The Astronaut's Wife ,2,36,22,11,109,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45497,12,2,19,17,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3133700294,LET_57
Scooby-Doo ,6,10,7,1,86,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71424,5,42,9,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82485931,LET_57
The Dangerous Lives of Altar Boys ,1,8,1,1,104,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12047,22,53,14,7,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1482736667,GET_65_AND_LET_71
Jaws ,24,6,3,3,130,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412454,17,2,2,2,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,GET_72
The Happening ,9,19,7,2,91,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163130,2,3,5,52,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.343873167,LET_57
It's Kind of a Funny Story ,1,6,2,6,101,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106098,22,8,1,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79375725,GET_72
Resurrecting the Champ ,4,9,1,6,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18442,15,1,3,22,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2438018462,GET_65_AND_LET_71
Runaway Bride ,8,25,6,9,116,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74274,6,1,15,3,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.173565571,LET_57
Tarnation ,1,1,1,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5709,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2715.66055,GET_72
The Texas Chain Saw Massacre ,6,3,2,2,88,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96410,3,4,4,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.4272854,GET_72
No Reservations ,4,6,2,6,104,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59068,6,2,2,4,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.539201857,GET_58_AND_LET_64
Tremors ,3,1,4,2,96,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90070,21,2,21,1,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.515189455,GET_65_AND_LET_71
I Want Your Money ,1,1,1,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1123,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0647475,LET_57
Without Limits ,1,9,8,7,117,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5841,6,27,96,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03109692,GET_72
Blast from the Past ,4,13,9,1,112,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48621,18,1,1,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569888857,GET_65_AND_LET_71
Whiplash ,1,31,3,5,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,399138,1,5,3,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.967272727,GET_72
Post Grad ,1,31,6,2,88,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11498,13,1,23,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4249128667,LET_57
Star Trek ,4,14,8,14,127,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504419,21,32,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.718027327,GET_72
Paranormal Activity 3 ,3,2,2,2,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76828,1,2,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8015656,GET_58_AND_LET_64
Good Night; and Good Luck. ,5,27,5,5,93,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,84070,2,1,13,9,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2001624,GET_72
Casa de mi Padre ,1,29,5,1,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17169,2,7,18,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9825396667,LET_57
Galaxy Quest ,4,8,4,1,102,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123558,72,1,3,3,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.587193911,GET_72
Pitch Perfect ,1,15,2,1,112,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,213898,2,15,2,49,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.823433412,GET_72
Into the Woods ,5,36,22,15,125,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,101178,3,3,1,5,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55994698,GET_58_AND_LET_64
Friday the 13th Part VII: The New Blood ,1,6,2,1,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21359,96,10,7,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.846428929,LET_57
You Kill Me ,4,9,1,2,93,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16224,11,1,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60671275,GET_65_AND_LET_71
Tadpole ,5,1,3,3,78,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5178,42,53,7,126,142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.21374667,GET_58_AND_LET_64
Volcano ,2,11,8,6,104,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58227,4,14,3,37,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5274901333,LET_57
Caddyshack ,8,31,1,5,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81599,2,4,3,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.633333333,GET_72
Cutthroat Island ,14,2,9,1,124,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21102,1,14,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112244898,LET_57
Trucker ,1,8,5,2,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2792,17,9,34,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026083,GET_65_AND_LET_71
Anywhere But Here ,4,18,4,6,114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14786,28,49,1,3,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8110267391,GET_58_AND_LET_64
Charlie and the Chocolate Factory ,16,36,11,2,115,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320284,3,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376376207,GET_65_AND_LET_71
The Fighter ,8,20,2,2,116,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,275869,7,15,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74287212,GET_72
Blade Runner ,14,28,2,6,117,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461609,6,1,1,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9642857143,GET_72
Bobby ,1,22,4,4,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38142,2,2,126,29,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8003213571,GET_65_AND_LET_71
Beastmaster 2: Through the Portal of Time ,1,4,3,1,107,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2281,2,1,5,5,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1448875,LET_57
The Possession ,2,4,2,2,92,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47169,3,3,16,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.508737071,GET_58_AND_LET_64
The Hunger Games: Mockingjay - Part 1 ,5,14,20,14,123,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305008,5,5,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.696830984,GET_65_AND_LET_71
The Hunchback of Notre Dame ,2,14,4,2,91,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,102933,1,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00117603,GET_65_AND_LET_71
Ghost Rider: Spirit of Vengeance ,5,30,4,4,96,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87745,2,7,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9083158246,LET_57
New Nightmare ,12,6,2,1,107,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38191,4,3,8,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.261272625,GET_58_AND_LET_64
How Stella Got Her Groove Back ,3,1,2,2,124,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5427,49,3,4,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8836175,LET_57
Zathura: A Space Adventure ,5,18,14,2,101,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67707,8,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4314698462,GET_58_AND_LET_64
Die Hard ,9,8,36,1,131,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592582,38,7,1,4,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.905365786,GET_72
Walk the Line ,8,4,3,1,153,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,188637,18,8,10,7,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.268512571,GET_72
The Sixth Sense ,9,36,9,4,107,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704766,1,28,4,12,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.337541875,GET_72
The 6th Day ,2,24,14,10,123,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100001,6,3,32,3,125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4212646463,GET_58_AND_LET_64
The Peanuts Movie ,2,1,1,2,88,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27918,45,25,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.314897949,GET_72
Saw IV ,5,7,5,2,96,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111087,45,65,15,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3270259,GET_58_AND_LET_64
Daddy's Home ,4,29,7,2,96,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54010,2,1,7,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0063031,GET_58_AND_LET_64
Crazy; Stupid; Love. ,2,16,14,20,118,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375456,25,23,126,25,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68489754,GET_72
Little Women ,2,20,20,7,115,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36624,7,49,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333553333,GET_72
Goosebumps ,4,3,5,4,103,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47988,3,2,2,4,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379685172,GET_58_AND_LET_64
Death Sentence ,7,3,11,4,111,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60156,26,96,17,125,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4762638,GET_65_AND_LET_71
Boogie Nights ,6,11,2,1,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189032,16,1,11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7589946,GET_72
The Gallows ,1,1,1,1,81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13521,1,1,2,81,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.57819,LET_57
Analyze That ,8,46,5,1,96,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69319,3,18,4,47,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5353708167,GET_58_AND_LET_64
Basquiat ,1,17,7,1,108,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15885,2,6,15,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8975730303,GET_65_AND_LET_71
Ice Age: The Meltdown ,4,5,2,1,115,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,194249,5,1,13,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.441622038,GET_65_AND_LET_71
Stone Cold ,2,1,2,1,88,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4972,4,3,65,5,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5462537647,GET_58_AND_LET_64
